t 16 39
v 0 3 2
v 1 13 2
v 2 22 4
v 3 9 4
v 4 18 4
v 5 37 3
v 6 33 4
v 7 38 3
v 8 33 5
v 9 9 4
v 10 15 15
v 11 8 4
v 12 22 3
v 13 35 12
v 14 5 4
v 15 30 5
e 0 10 0
e 0 12 0
e 1 10 0
e 1 12 0
e 2 10 0
e 2 13 0
e 2 15 0
e 2 8 0
e 3 10 0
e 3 13 0
e 3 15 0
e 3 14 0
e 4 10 0
e 4 13 0
e 4 8 0
e 4 6 0
e 5 10 0
e 5 13 0
e 5 11 0
e 6 10 0
e 6 13 0
e 6 8 0
e 7 10 0
e 7 13 0
e 7 11 0
e 8 10 0
e 8 13 0
e 9 10 0
e 9 13 0
e 9 15 0
e 9 14 0
e 10 13 0
e 10 12 0
e 10 11 0
e 10 15 0
e 10 14 0
e 11 13 0
e 13 15 0
e 13 14 0
