t 16 61
v 0 9 15
v 1 6 6
v 2 31 4
v 3 26 7
v 4 15 7
v 5 29 7
v 6 28 4
v 7 28 5
v 8 5 15
v 9 26 7
v 10 25 4
v 11 13 7
v 12 16 7
v 13 30 15
v 14 5 5
v 15 6 7
e 0 8 0
e 0 4 0
e 0 11 0
e 0 12 0
e 0 9 0
e 0 5 0
e 0 13 0
e 0 7 0
e 0 14 0
e 0 3 0
e 0 15 0
e 0 1 0
e 0 2 0
e 0 6 0
e 0 10 0
e 1 8 0
e 1 13 0
e 1 3 0
e 1 15 0
e 1 10 0
e 2 8 0
e 2 13 0
e 2 6 0
e 3 8 0
e 3 13 0
e 3 7 0
e 3 14 0
e 3 15 0
e 4 8 0
e 4 11 0
e 4 12 0
e 4 9 0
e 4 5 0
e 4 13 0
e 5 8 0
e 5 11 0
e 5 12 0
e 5 9 0
e 5 13 0
e 6 8 0
e 6 13 0
e 7 8 0
e 7 13 0
e 7 15 0
e 8 11 0
e 8 12 0
e 8 9 0
e 8 13 0
e 8 14 0
e 8 15 0
e 8 10 0
e 9 11 0
e 9 12 0
e 9 13 0
e 10 13 0
e 11 12 0
e 11 13 0
e 12 13 0
e 13 14 0
e 13 15 0
e 14 15 0
